14	637	14
14	4038	5
14	5698	2
14	6217	5
14	6319	2
14	9553	5
14	11519	2
14	13680	2
14	13726	14
14	21682	1
14	23092	5
14	26160	2
14	26709	5
14	28353	2
14	30574	5
14	30678	5
14	31075	2
14	33279	4
14	34873	2
15	1738	4
15	5011	2
15	5296	4
15	5694	5
15	9634	5
15	12218	4
15	12519	5
15	17716	2
15	25952	3
15	29878	3
15	31632	3
16	681	14
16	1962	2
16	10718	2
17	5752	5
17	15885	2
17	30574	2
18	471	2
18	2500	2
18	2728	2
18	3227	2
18	4811	1
18	5015	2
18	5094	2
18	12007	1
18	12683	2
18	13114	2
18	14905	2
18	15177	5
18	17292	2
18	17316	4
18	19725	5
18	21385	5
18	23649	2
18	29566	2
18	31075	3
18	31447	4
18	33279	2
18	33805	3
18	34335	2
18	34545	2
18	34873	1
19	12576	2
19	26258	2
19	32615	2
21	783	5
21	1343	2
21	1466	6
21	1953	2
21	3142	2
21	3206	4
21	3264	14
21	4525	5
21	4606	2
21	4726	15
21	5050	5
21	5606	2
21	5694	5
21	6498	7
21	7784	15
21	8448	6
21	9265	5
21	9444	4
21	10204	2
21	10759	4
21	11877	2
21	12239	14
21	12239	14
21	13726	15
21	13926	6
21	17316	7
21	20893	2
21	23379	4
21	23525	4
21	24131	2
21	25546	4
21	26057	3
21	26548	2
21	26762	4
21	27568	5
21	28601	17
21	28607	3
21	29566	4
21	31075	5
21	32205	4
21	32215	4
21	32615	4
21	32833	3
21	34761	15
22	21789	1
22	26258	2
22	26473	3
22	26473	3
22	30631	2
22	31075	3
22	31632	2
22	32615	3
22	34033	5
25	8964	4
25	17716	5
25	19918	2
25	26711	5
25	28232	3
26	854	5
26	2329	2
26	2856	2
26	3634	5
26	4038	14
26	5296	4
26	5752	4
26	5991	2
26	6217	2
26	7118	2
26	7973	5
26	8271	3
26	8543	17
26	9461	5
26	9594	17
26	9878	2
26	10270	2
26	10759	4
26	10853	5
26	11450	4
26	11619	5
26	12519	3
26	14472	3
26	14829	2
26	15808	1
26	15885	5
26	16811	17
26	16966	1
26	17594	2
26	17764	6
26	20002	17
26	21479	17
26	21479	17
26	21479	17
26	21680	4
26	22202	4
26	22961	4
26	24664	17
26	24778	3
26	25038	3
26	25447	17
26	25935	4
26	26179	2
26	26258	3
26	26797	17
26	28232	4
26	28438	2
26	28438	2
26	29272	6
26	31010	4
26	31075	3
26	31632	4
26	32390	6
26	32735	17
26	33370	2
26	33709	6
27	1693	3
27	2444	3
27	2621	2
27	2712	2
27	4004	2
27	4054	3
27	5946	3
27	7712	2
27	7971	3
27	8004	3
27	8453	2
27	9388	14
27	9444	2
27	10321	2
27	12272	2
27	15839	3
27	18496	3
27	18529	2
27	18573	2
27	18578	2
27	20902	2
27	21782	3
27	22005	2
27	24778	3
27	25039	1
27	25935	2
27	25959	1
27	26258	1
27	26352	2
27	26482	2
27	27708	2
27	27708	2
27	29468	2
27	30864	2
27	32311	1
27	32502	2
27	33417	2
28	5991	2
28	12218	3
28	32615	2
29	89	2
29	169	2
29	169	3
29	208	3
29	1444	3
29	3206	4
29	3965	1
29	6152	2
29	8717	2
29	9444	4
29	9553	4
29	10675	4
29	10759	14
29	11721	5
29	12994	2
29	13726	14
29	14905	2
29	17390	3
29	17424	3
29	17577	3
29	17709	2
29	18255	3
29	23805	5
29	23810	4
29	24009	4
29	24375	5
29	25935	3
29	26006	5
29	26473	2
29	26709	5
29	27900	3
29	29264	3
29	29566	4
29	30678	4
29	30708	2
29	31075	4
29	31086	3
29	31632	4
29	32615	3
29	33253	6
29	33325	14
29	34373	5
29	34472	3
30	1343	2
30	19548	2
30	32615	4
31	148	3
31	1681	5
31	2850	4
31	3634	8
31	4038	5
31	4296	2
31	4560	7
31	5694	4
31	5752	4
31	6217	6
31	6319	2
31	8101	3
31	8687	5
31	9553	7
31	9923	2
31	10120	8
31	12007	8
31	12688	3
31	13584	5
31	13680	2
31	14479	2
31	15885	4
31	16198	7
31	17263	7
31	19058	2
31	20304	3
31	20452	2
31	23046	5
31	23092	6
31	23226	5
31	23805	7
31	24703	2
31	25935	2
31	26160	5
31	26258	2
31	26296	8
31	26458	5
31	26473	7
31	26982	5
31	27568	7
31	28353	5
31	30574	4
31	31597	3
31	34373	4
31	37018	5
32	714	4
32	4453	6
32	5752	14
32	6498	14
32	10675	2
32	12007	4
32	13926	2
32	14946	14
32	17390	5
32	19149	2
32	20243	4
32	20452	3
32	21976	2
32	25271	3
32	25555	2
32	28438	3
32	29284	4
32	30678	2
32	31075	14
32	32842	14
32	33490	6
32	34232	2
32	34680	4
33	1962	3
33	3030	5
33	3863	4
33	10345	2
33	10875	3
33	19328	2
33	19699	2
33	25952	4
33	30703	3
33	34903	2
34	423	2
34	1114	2
34	1420	2
34	13453	14
34	13453	14
34	14757	3
34	16541	3
34	22483	2
34	26415	5
35	9634	2
35	10008	4
35	14097	3
36	2088	3
36	3122	3
36	3584	14
36	9103	14
36	12576	1
36	14583	3
36	15885	2
36	19152	2
36	20478	4
36	20779	2
36	21602	2
36	23833	4
36	29020	14
36	29566	2
36	29878	3
36	32615	1
36	32853	5
36	33379	4
38	714	3
38	1269	2
38	2316	2
38	3206	5
38	3690	2
38	3863	4
38	4862	2
38	5606	3
38	6515	4
38	8381	3
38	8448	13
38	9265	2
38	9406	2
38	9444	2
38	13101	2
38	13632	2
38	13926	1
38	14623	4
38	15736	2
38	17331	2
38	17709	13
38	20344	3
38	23379	13
38	23525	5
38	24131	13
38	24664	17
38	24688	2
38	25935	3
38	25952	5
38	26258	3
38	26762	3
38	27568	1
38	28601	17
38	28601	17
38	29566	5
38	30678	3
38	31075	5
38	31632	3
38	32037	3
38	32215	4
38	32615	5
39	5752	2
39	6217	2
39	15885	2
40	7770	3
40	13620	3
40	32481	3
41	519	14
41	1738	4
41	5898	14
41	5901	1
41	6431	2
41	7899	2
41	10759	1
41	12218	4
41	14583	7
41	17316	4
41	17338	2
41	19725	2
41	21385	3
41	21837	2
41	24655	8
41	26711	2
41	29085	2
41	31550	2
41	31632	2
41	33260	3
42	89	3
42	122	3
42	208	2
42	659	3
42	2088	3
42	3206	5
42	3886	4
42	4601	2
42	5694	2
42	5752	4
42	5859	14
42	7753	5
42	8717	14
42	9101	5
42	9103	14
42	9444	2
42	9634	2
42	10322	2
42	12994	4
42	13245	5
42	13654	2
42	14097	4
42	14751	4
42	15109	5
42	17316	2
42	17709	3
42	19152	6
42	21260	2
42	21385	5
42	23205	14
42	24009	4
42	24641	5
42	24655	2
42	24691	3
42	25118	3
42	26006	2
42	27900	2
42	29878	4
42	30058	2
42	30060	2
42	30678	3
42	30708	5
42	31075	2
42	31632	2
42	32215	4
42	32311	2
42	32615	5
42	34033	2
43	634	13
43	1269	13
43	1738	4
43	1849	14
43	2316	7
43	3206	13
43	3863	5
43	5122	2
43	6431	7
43	7118	3
43	8381	2
43	9444	6
43	9444	3
43	12218	5
43	12340	6
43	16637	3
43	17316	11
43	18573	13
43	18796	4
43	18817	14
43	20193	4
43	21101	17
43	21837	4
43	22137	17
43	23143	6
43	23525	13
43	23954	5
43	24185	5
43	24794	3
43	26548	3
43	27208	5
43	28130	2
43	28607	5
44	7071	2
44	25880	4
45	174	6
45	637	14
45	680	4
45	1681	5
45	2326	5
45	4038	4
45	4560	5
45	5752	5
45	6217	6
45	7739	6
45	8141	5
45	8271	5
45	8687	6
45	9553	5
45	11840	6
45	12126	6
45	12239	14
45	12239	14
45	15885	5
45	17538	14
45	20452	4
45	21241	2
45	23092	5
45	23805	4
45	23849	4
45	25720	14
45	25935	3
45	26258	5
45	30574	2
45	32615	4
45	33227	6
45	33253	6
45	33339	3
45	37018	5
46	680	14
46	3269	3
46	4560	14
46	5752	2
46	18163	14
46	18163	14
46	19548	2
46	20452	2
46	22542	3
46	23092	2
46	24836	14
46	26100	14
46	26982	2
46	35338	14
46	37018	3
47	4986	13
47	24045	13
47	29435	13
48	194	3
48	18573	3
48	26369	3
50	1269	3
50	3030	2
50	13108	2
50	17886	2
50	26059	1
50	29566	2
50	32006	14
50	32615	2
50	33253	6
50	33260	2
51	5122	2
51	6070	4
51	6107	2
51	11250	5
51	11401	2
51	11401	2
51	12340	2
51	13573	14
51	14440	17
51	16637	2
51	17316	6
51	18103	17
51	20193	4
51	20197	5
51	20269	3
51	21385	8
51	21691	3
51	23849	6
51	24543	3
51	24655	8
51	24664	17
51	25935	2
51	26258	3
51	26336	4
51	26819	1
51	27208	2
51	29765	4
51	32311	3
51	33339	3
51	33339	2
51	33600	3
51	34876	2
52	1269	4
52	2316	4
52	16534	2
52	18816	2
52	20452	1
52	23525	3
52	28353	2
52	32979	2
52	35338	17
53	6229	2
53	16120	2
53	26179	2
53	28756	3
54	9511	3
54	12418	5
54	20456	2
55	2621	3
55	2856	5
55	3030	6
55	11877	4
55	14829	3
55	15322	2
55	17331	3
55	18496	7
55	19725	11
55	25555	5
55	26473	7
55	33260	4
56	4831	2
56	34033	13
56	34859	3
57	4492	2
57	10978	2
58	2543	2
58	2543	3
58	5334	2
58	6107	2
58	8759	2
58	9444	13
58	9834	2
58	11035	3
58	12287	3
58	12300	2
58	14757	2
58	14905	2
58	14971	3
58	17327	2
58	24664	13
58	25935	2
58	26258	3
58	26473	14
58	31632	3
58	33279	3
58	34873	2
59	716	3
59	776	3
59	1269	6
59	1269	8
59	1269	7
59	2068	4
59	2242	4
59	2316	4
59	2621	1
59	3030	3
59	4752	17
59	5039	3
59	6662	17
59	6993	2
59	7071	3
59	9544	14
59	9634	14
59	9651	2
59	9773	3
59	10008	3
59	10922	1
59	10978	3
59	11368	5
59	11849	2
59	12239	17
59	14097	14
59	14583	2
59	16393	2
59	16918	3
59	17316	5
59	17656	3
59	17767	5
59	18346	3
59	18496	2
59	18613	2
59	19152	6
59	19152	6
59	19187	17
59	19187	15
59	19187	17
59	19187	17
59	19725	4
59	20466	2
59	21044	1
59	21385	5
59	21385	5
59	22451	1
59	23094	1
59	23525	5
59	23549	17
59	23568	3
59	23805	5
59	23849	15
59	23849	9
59	24399	4
59	24655	6
59	24655	8
59	25048	17
59	25452	17
59	25880	6
59	25935	4
59	26228	3
59	26258	2
59	26610	2
59	26969	3
59	27805	8
59	27869	3
59	28232	1
59	29403	5
59	30876	3
59	31075	5
59	31773	4
59	32021	3
59	32615	3
59	32931	2
59	33253	5
59	33339	5
59	34520	5
60	208	4
60	604	2
60	1144	14
60	2577	14
60	3053	14
60	5541	2
60	5946	4
60	6850	2
60	6878	2
60	8381	3
60	8433	5
60	8717	14
60	9553	2
60	10026	14
60	10655	2
60	10929	3
60	11840	3
60	12448	5
60	12994	4
60	13251	3
60	16796	3
60	19052	2
60	19918	2
60	20452	2
60	20790	1
60	23805	5
60	23849	4
60	23889	2
60	25935	2
60	26006	2
60	26258	2
60	26473	5
60	27884	2
60	27900	3
60	29264	2
60	29566	2
60	29783	3
60	30505	3
60	31054	3
60	31075	4
60	31632	3
60	32615	2
60	32774	2
60	33253	3
60	34472	2
61	6336	3
61	15885	3
61	24399	3
62	10248	6
62	14180	4
62	20902	3
62	27780	3
62	31075	3
62	31871	14
62	32536	3
62	35127	3
63	3338	2
63	4543	14
63	4939	4
63	5611	7
63	6045	4
63	6431	7
63	7254	3
63	8271	5
63	12300	2
63	12576	4
63	16198	5
63	22005	3
63	23184	2
63	25320	2
63	26352	2
63	28232	14
63	31075	3
63	32615	5
63	35205	2
64	8687	2
64	30574	2
64	33709	3
65	6319	1
65	15885	4
65	20698	1
65	32615	3
65	33057	1
66	13251	4
66	16267	5
66	29264	7
67	1613	2
67	1738	2
67	3634	2
67	4038	2
67	4560	2
67	5752	2
67	6993	5
67	9416	1
67	11020	2
67	11619	2
67	12218	2
67	12712	2
67	14583	2
67	15885	2
67	17316	5
67	19725	5
67	21574	5
67	22005	2
67	32742	14
69	10733	2
69	33958	2
70	18816	2
70	31075	2
70	31632	4
71	4811	2
71	20197	5
71	32540	3
72	17120	2
72	24655	4
72	29032	2
72	32021	4
73	16212	2
73	22497	2
73	30141	2
74	2463	2
74	23159	1
74	27172	2
75	930	2
75	2509	2
75	11412	2
75	13632	2
75	14472	2
75	17331	2
75	18537	2
75	21682	3
75	22640	2
75	24536	2
75	30678	1
77	716	2
77	1269	2
77	2316	2
77	2873	2
77	3030	2
77	7071	2
77	11368	2
77	16918	2
77	18653	2
77	19058	2
77	23525	2
77	23849	2
77	25038	2
77	25660	1
77	25880	2
77	25935	2
77	29032	4
77	29190	2
77	29403	3
77	30069	2
77	31075	2
77	32615	2
77	33339	2
77	33439	2
77	33958	2
78	10776	3
78	16151	1
78	27151	2
79	191	3
79	3584	14
79	5946	4
79	15885	3
79	17170	5
79	18465	4
79	20779	1
79	21602	4
79	32615	3
79	34575	14
80	18613	3
80	24628	3
80	25746	2
81	194	2
81	783	2
81	1269	3
81	4525	3
81	17119	3
81	20902	2
81	28726	3
81	32652	2
81	32833	2
82	11463	3
82	15157	2
82	22005	1
83	3030	2
83	31632	3
83	32615	5
84	4504	2
84	6828	2
84	6993	6
84	9634	2
84	14097	2
84	17120	2
84	17290	2
84	21385	5
84	24655	5
84	30876	5
84	31961	3
84	34678	4
85	634	4
85	764	2
85	1343	2
85	3030	5
85	3552	3
85	5694	3
85	6431	3
85	8448	2
85	10151	2
85	11840	3
85	13926	4
85	17316	4
85	17472	3
85	18702	14
85	20701	2
85	20701	3
85	23379	6
85	24131	2
85	25935	3
85	26258	2
85	26762	1
85	27568	5
85	28508	2
85	28607	1
85	29566	4
85	30678	4
85	31075	4
85	31986	14
85	32265	3
85	32774	3
85	34033	8
85	34411	4
86	181	14
86	637	14
86	5752	5
86	6107	3
86	6217	3
86	7293	14
86	7346	14
86	8271	3
86	8381	2
86	8924	2
86	9461	3
86	10759	4
86	11654	14
86	13620	2
86	14403	14
86	14472	3
86	14737	2
86	14905	1
86	15396	3
86	15621	3
86	16315	1
86	18723	3
86	20452	1
86	21241	2
86	22051	2
86	22542	2
86	23576	14
86	23576	14
86	23576	14
86	23576	14
86	23576	14
86	23576	14
86	23849	7
86	24110	5
86	24478	2
86	24778	4
86	26057	3
86	26160	5
86	26179	3
86	26258	2
86	28353	14
86	28438	2
86	28756	1
86	30574	4
86	30678	4
86	31010	6
86	31075	2
86	31632	4
86	31752	3
86	32168	3
86	32481	3
86	32615	6
86	32735	14
86	33666	14
86	35338	14
86	35338	14
87	714	4
87	1175	6
87	1738	3
87	1962	5
87	2076	2
87	2242	4
87	2856	5
87	3206	5
87	4378	2
87	5991	2
87	6618	3
87	7118	14
87	8477	2
87	9444	4
87	11849	3
87	12218	4
87	12688	5
87	13094	3
87	14579	4
87	14829	4
87	17099	3
87	18573	5
87	18881	3
87	19649	4
87	21187	2
87	23525	7
87	24778	3
87	25533	3
87	25906	2
87	25935	4
87	28232	4
87	31433	2
87	32311	5
87	32615	4
88	197	3
88	208	5
88	637	17
88	720	3
88	2849	5
88	3867	6
88	5946	5
88	6152	7
88	6699	5
88	6943	5
88	7753	5
88	8717	17
88	9553	7
88	9688	3
88	10151	5
88	10675	7
88	11897	17
88	12300	14
88	12994	5
88	13300	5
88	13926	3
88	15851	17
88	15851	17
88	17390	6
88	17424	5
88	17486	6
88	17709	8
88	19149	3
88	19888	6
88	20282	3
88	21084	6
88	23586	5
88	23810	6
88	24375	6
88	25935	4
88	26006	8
88	26258	4
88	27900	3
88	28601	17
88	29264	4
88	30708	8
88	31075	5
88	31086	8
88	31092	17
88	32311	2
88	33088	5
88	33253	6
88	34373	8
88	34472	5
88	35270	3
88	35273	17
89	148	3
89	843	3
89	854	14
89	3533	2
89	3863	3
89	4180	1
89	4459	14
89	4785	14
89	4865	2
89	6834	2
89	8101	3
89	9687	3
89	10759	2
89	12695	1
89	12735	14
89	12850	2
89	13116	14
89	14531	1
89	15211	2
89	16120	1
89	17329	1
89	17976	2
89	19799	2
89	20201	2
89	20304	2
89	22588	2
89	22694	1
89	24664	14
89	25935	2
89	26105	2
89	26179	2
89	26258	4
89	26720	14
89	29542	2
89	29851	13
89	32311	2
89	34576	14
89	34621	1
89	34636	1
90	2316	13
90	2856	2
90	3690	3
90	5694	3
90	5991	2
90	9444	2
90	11840	2
90	13926	1
90	14829	2
90	18255	2
90	23525	2
90	23805	4
90	25935	4
90	27568	13
90	28265	1
90	30678	2
90	31075	3
90	33752	13
91	6217	5
91	8687	7
91	9477	4
91	16198	5
91	18255	5
91	27613	5
91	29566	2
91	30715	5
91	32390	8
91	33709	5
92	208	2
92	2850	2
92	2889	2
92	3030	3
92	8717	14
92	9553	2
92	10200	1
92	10675	4
92	11721	3
92	12239	14
92	12576	5
92	12994	1
92	13726	14
92	13926	4
92	16475	2
92	17390	2
92	17424	2
92	17709	3
92	20304	4
92	20304	4
92	22482	14
92	23583	3
92	23805	3
92	23810	2
92	24375	2
92	25935	2
92	26006	2
92	26258	2
92	26473	2
92	27272	14
92	27900	3
92	29264	3
92	29566	5
92	30708	2
92	30844	2
92	31075	4
92	32556	14
92	32615	3
92	33253	5
92	34320	14
92	34472	2
92	35004	2
92	35273	14
93	19725	2
93	27151	2
93	33916	3
94	783	3
94	2856	2
94	4525	4
94	4551	14
94	5991	2
94	6070	1
94	6515	2
94	6850	2
94	7141	2
94	8605	2
94	9444	2
94	10629	2
94	13632	2
94	14678	3
94	14829	2
94	14838	14
94	16475	14
94	17331	2
94	19865	14
94	20197	2
94	21014	14
94	21028	2
94	21691	2
94	23169	2
94	24927	14
94	25156	2
94	26286	2
94	26336	2
94	28056	2
94	30971	14
94	32102	2
94	32615	4
94	32833	3
95	375	4
95	1131	5
95	1962	4
95	2033	2
95	2444	4
95	3206	6
95	3534	2
95	4004	5
95	6025	3
95	6515	3
95	8633	17
95	9444	6
95	9608	3
95	9949	3
95	12303	5
95	13094	3
95	14245	2
95	15425	4
95	17993	2
95	18097	6
95	18812	4
95	19855	3
95	20193	4
95	21263	2
95	21615	4
95	21837	5
95	24664	17
95	25819	4
95	25935	3
95	26258	2
95	27208	3
95	28726	4
95	29129	4
95	29225	4
95	30838	3
95	31218	1
95	31378	2
95	31541	4
95	31704	3
95	32311	5
95	34373	4
97	2849	3
97	4986	6
97	6217	5
97	12735	14
97	12994	2
97	15396	3
97	23092	5
97	24045	6
97	26338	5
97	26709	5
97	29435	7
97	30574	5
97	31570	5
97	37018	2
98	854	14
98	7973	3
98	17316	7
98	19725	8
98	21385	8
98	23525	5
98	23849	4
98	24655	5
98	25935	3
98	32615	5
99	2621	2
99	4780	2
99	5901	5
99	6993	5
99	9107	2
99	9594	14
99	9594	14
99	9634	2
99	11420	2
99	12425	5
99	14097	4
99	14583	4
99	16811	14
99	16811	14
99	17316	3
99	17716	4
99	18443	2
99	18496	2
99	19058	1
99	19152	4
99	19725	5
99	21385	5
99	21479	14
99	22349	3
99	23002	2
99	23549	14
99	24510	1
99	24655	2
99	25452	14
99	25660	2
99	26258	2
99	26610	2
99	27535	4
99	27865	3
99	28232	2
99	29566	1
99	29703	5
99	30424	1
99	30424	2
99	30876	3
99	31538	2
99	31538	1
99	31538	2
99	31538	2
99	31538	1
99	31623	4
99	31632	3
99	32311	1
99	32615	2
99	34033	2
100	6070	5
100	8381	4
100	11250	4
100	20197	4
100	21691	5
100	25533	4
100	26336	4
100	27884	2
100	29765	7
100	33122	5
101	2753	2
101	6993	2
101	7166	3
101	9634	2
101	14097	5
101	14583	2
101	17316	4
101	19152	3
101	19411	5
101	19725	2
101	21385	2
101	24655	2
101	26473	3
101	28232	2
101	32188	5
101	32615	4
102	1269	1
102	1269	17
102	2316	3
102	2859	4
102	3030	4
102	5416	3
102	8342	1
102	8396	3
102	8962	2
102	8978	3
102	9544	2
102	10621	1
102	10978	3
102	12126	5
102	12490	5
102	12576	17
102	12576	2
102	13926	5
102	15651	17
102	16185	1
102	16918	6
102	18230	2
102	18230	2
102	18230	2
102	18651	14
102	19918	3
102	20144	3
102	21837	3
102	23525	17
102	23525	2
102	23596	2
102	23849	2
102	25728	4
102	25880	4
102	25880	17
102	25935	4
102	26258	4
102	29566	2
102	30488	4
102	32311	2
102	32390	5
102	32425	17
102	32615	3
102	32615	17
102	32743	5
102	33339	2
102	33709	4
102	33709	17
102	33775	3
102	34876	2
103	1602	3
103	2088	4
103	3030	3
103	4408	2
103	5303	3
103	7183	3
103	7753	2
103	11410	2
103	12688	4
103	14097	2
103	17316	3
103	18130	2
103	19152	5
103	19725	5
103	20631	14
103	21385	5
103	24664	14
103	26258	2
103	29878	4
103	30167	14
103	30526	14
103	32262	4
103	32495	6
103	34575	14
105	20197	2
105	21691	2
105	31075	4
106	26258	2
106	29878	4
106	29878	4
108	935	2
108	2512	2
108	2512	2
108	4560	3
108	4625	1
108	4831	5
108	5701	2
108	5752	2
108	6217	2
108	6943	5
108	7847	2
108	7973	3
108	8271	2
108	8687	3
108	9461	4
108	10759	2
108	11686	4
108	12300	2
108	14472	1
108	16120	2
108	16870	17
108	17316	4
108	18796	2
108	19725	5
108	21084	5
108	21479	14
108	22409	14
108	22731	17
108	23889	2
108	24261	2
108	25935	2
108	26160	4
108	26258	2
108	26352	2
108	26872	2
108	26881	17
108	27064	2
108	27708	3
108	28232	3
108	28920	2
108	29972	3
108	30216	17
108	30527	14
108	30678	4
108	31010	2
108	31075	5
108	32615	2
108	33211	5
108	33709	4
108	34033	2
108	35338	14
109	10733	1
109	25880	1
109	29403	1
110	15177	1
110	20913	1
110	21574	1
113	714	2
113	1343	2
113	8448	2
113	11840	2
113	13926	3
113	14971	2
113	23379	3
113	24131	3
113	27568	3
113	31075	4
115	14583	3
115	18130	14
115	25452	2
116	714	2
116	2621	4
116	4560	4
116	6515	3
116	6699	2
116	9553	2
116	9657	2
116	9996	2
116	11840	1
116	11900	2
116	11988	3
116	12576	5
116	13926	3
116	15449	4
116	17316	6
116	17723	2
116	18496	4
116	21161	2
116	21385	5
116	21548	2
116	23290	4
116	24067	2
116	24703	2
116	25063	3
116	25935	4
